student_id,resMidterm_score,statConcepts,statInterpretation,statChoose_method,resCritical,resParticipation,resAssignment,resOutcome,resLearning_outcome
144727,50,35.7142857142857,37.5,40,3.75,4.545454545,3.214285714,การออกแบบการวิจัย,72.72727272727273
144727,50,35.7142857142857,37.5,40,3.75,4.545454545,3.214285714,การเขียนและพัฒนาโครงการวิจัย,60
144727,50,35.7142857142857,37.5,40,3.75,4.545454545,3.214285714,เครื่องมือและการเก็บข้อมูล,61.53846153846154
144727,50,35.7142857142857,37.5,40,3.75,4.545454545,3.214285714,การวิเคราะห์และเขียนรายงาน,68.75
144727,50,35.7142857142857,37.5,40,3.75,4.545454545,3.214285714,การประยุกต์ใช้และพัฒนา,50
145327,46,33.3333333333333,38.8888888888889,20,5,4.545454545,4.285714286,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
145327,46,33.3333333333333,38.8888888888889,20,5,4.545454545,4.285714286,การออกแบบการวิจัย,54.54545454545455
145327,46,33.3333333333333,38.8888888888889,20,5,4.545454545,4.285714286,การเขียนและพัฒนาโครงการวิจัย,80
145327,46,33.3333333333333,38.8888888888889,20,5,4.545454545,4.285714286,เครื่องมือและการเก็บข้อมูล,69.23076923076923
145327,46,33.3333333333333,38.8888888888889,20,5,4.545454545,4.285714286,การวิเคราะห์และเขียนรายงาน,56.25
145327,46,33.3333333333333,38.8888888888889,20,5,4.545454545,4.285714286,การประยุกต์ใช้และพัฒนา,37.5
146027,47,50,55.5555555555556,30,5,5,4.285714286,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
146027,47,50,55.5555555555556,30,5,5,4.285714286,การออกแบบการวิจัย,54.54545454545455
146027,47,50,55.5555555555556,30,5,5,4.285714286,การเขียนและพัฒนาโครงการวิจัย,80
146027,47,50,55.5555555555556,30,5,5,4.285714286,เครื่องมือและการเก็บข้อมูล,53.84615384615385
146027,47,50,55.5555555555556,30,5,5,4.285714286,การวิเคราะห์และเขียนรายงาน,62.5
146027,47,50,55.5555555555556,30,5,5,4.285714286,การประยุกต์ใช้และพัฒนา,50
148227,57,66.6666666666667,61.1111111111111,0,5,5,5,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
148227,57,66.6666666666667,61.1111111111111,0,5,5,5,การออกแบบการวิจัย,81.81818181818181
148227,57,66.6666666666667,61.1111111111111,0,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
148227,57,66.6666666666667,61.1111111111111,0,5,5,5,เครื่องมือและการเก็บข้อมูล,69.23076923076923
148227,57,66.6666666666667,61.1111111111111,0,5,5,5,การวิเคราะห์และเขียนรายงาน,71.875
148227,57,66.6666666666667,61.1111111111111,0,5,5,5,การประยุกต์ใช้และพัฒนา,87.5
149927,34,21.4285714285714,43.75,50,5,4.545454545,5,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
149927,34,21.4285714285714,43.75,50,5,4.545454545,5,การออกแบบการวิจัย,54.54545454545455
149927,34,21.4285714285714,43.75,50,5,4.545454545,5,การเขียนและพัฒนาโครงการวิจัย,60
149927,34,21.4285714285714,43.75,50,5,4.545454545,5,เครื่องมือและการเก็บข้อมูล,46.15384615384615
149927,34,21.4285714285714,43.75,50,5,4.545454545,5,การวิเคราะห์และเขียนรายงาน,43.75
149927,34,21.4285714285714,43.75,50,5,4.545454545,5,การประยุกต์ใช้และพัฒนา,12.5
150427,46,42.8571428571429,56.25,30,5,4.545454545,2.5,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
150427,46,42.8571428571429,56.25,30,5,4.545454545,2.5,การออกแบบการวิจัย,54.54545454545455
150427,46,42.8571428571429,56.25,30,5,4.545454545,2.5,การเขียนและพัฒนาโครงการวิจัย,60
150427,46,42.8571428571429,56.25,30,5,4.545454545,2.5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
150427,46,42.8571428571429,56.25,30,5,4.545454545,2.5,การวิเคราะห์และเขียนรายงาน,59.375
150427,46,42.8571428571429,56.25,30,5,4.545454545,2.5,การประยุกต์ใช้และพัฒนา,62.5
151027,51,57.1428571428571,37.5,10,5,4.090909091,3.571428571,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
151027,51,57.1428571428571,37.5,10,5,4.090909091,3.571428571,การออกแบบการวิจัย,54.54545454545455
151027,51,57.1428571428571,37.5,10,5,4.090909091,3.571428571,การเขียนและพัฒนาโครงการวิจัย,80
151027,51,57.1428571428571,37.5,10,5,4.090909091,3.571428571,เครื่องมือและการเก็บข้อมูล,76.92307692307692
151027,51,57.1428571428571,37.5,10,5,4.090909091,3.571428571,การวิเคราะห์และเขียนรายงาน,59.375
151027,51,57.1428571428571,37.5,10,5,4.090909091,3.571428571,การประยุกต์ใช้และพัฒนา,62.5
153327,72,71.4285714285714,87.5,80,5,5,5,มโนทัศน์พื้นฐานการวิจัย,72.72727272727273
153327,72,71.4285714285714,87.5,80,5,5,5,การออกแบบการวิจัย,90.9090909090909
153327,72,71.4285714285714,87.5,80,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
153327,72,71.4285714285714,87.5,80,5,5,5,เครื่องมือและการเก็บข้อมูล,84.61538461538461
153327,72,71.4285714285714,87.5,80,5,5,5,การวิเคราะห์และเขียนรายงาน,96.875
153327,72,71.4285714285714,87.5,80,5,5,5,การประยุกต์ใช้และพัฒนา,87.5
154027,49,35.7142857142857,37.5,40,3.75,5,5,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
154027,49,35.7142857142857,37.5,40,3.75,5,5,การออกแบบการวิจัย,72.72727272727273
154027,49,35.7142857142857,37.5,40,3.75,5,5,การเขียนและพัฒนาโครงการวิจัย,80
154027,49,35.7142857142857,37.5,40,3.75,5,5,เครื่องมือและการเก็บข้อมูล,53.84615384615385
154027,49,35.7142857142857,37.5,40,3.75,5,5,การวิเคราะห์และเขียนรายงาน,59.375
154027,49,35.7142857142857,37.5,40,3.75,5,5,การประยุกต์ใช้และพัฒนา,50
155627,53,42.8571428571429,56.25,30,5,5,5,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
155627,53,42.8571428571429,56.25,30,5,5,5,การออกแบบการวิจัย,63.63636363636363
155627,53,42.8571428571429,56.25,30,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
155627,53,42.8571428571429,56.25,30,5,5,5,เครื่องมือและการเก็บข้อมูล,69.23076923076923
155627,53,42.8571428571429,56.25,30,5,5,5,การวิเคราะห์และเขียนรายงาน,56.25
155627,53,42.8571428571429,56.25,30,5,5,5,การประยุกต์ใช้และพัฒนา,87.5
156227,59,50,38.8888888888889,50,5,5,5,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
156227,59,50,38.8888888888889,50,5,5,5,การออกแบบการวิจัย,81.81818181818181
156227,59,50,38.8888888888889,50,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
156227,59,50,38.8888888888889,50,5,5,5,เครื่องมือและการเก็บข้อมูล,46.15384615384615
156227,59,50,38.8888888888889,50,5,5,5,การวิเคราะห์และเขียนรายงาน,78.125
156227,59,50,38.8888888888889,50,5,5,5,การประยุกต์ใช้และพัฒนา,87.5
159127,57,57.1428571428571,37.5,30,5,5,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
159127,57,57.1428571428571,37.5,30,5,5,5,การออกแบบการวิจัย,72.72727272727273
159127,57,57.1428571428571,37.5,30,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
159127,57,57.1428571428571,37.5,30,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
159127,57,57.1428571428571,37.5,30,5,5,5,การวิเคราะห์และเขียนรายงาน,81.25
159127,57,57.1428571428571,37.5,30,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
160727,70,78.5714285714286,87.5,70,5,5,5,มโนทัศน์พื้นฐานการวิจัย,90.9090909090909
160727,70,78.5714285714286,87.5,70,5,5,5,การออกแบบการวิจัย,90.9090909090909
160727,70,78.5714285714286,87.5,70,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
160727,70,78.5714285714286,87.5,70,5,5,5,เครื่องมือและการเก็บข้อมูล,69.23076923076923
160727,70,78.5714285714286,87.5,70,5,5,5,การวิเคราะห์และเขียนรายงาน,90.625
160727,70,78.5714285714286,87.5,70,5,5,5,การประยุกต์ใช้และพัฒนา,87.5
161327,55,57.1428571428571,68.75,30,3.75,4.545454545,4.285714286,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
161327,55,57.1428571428571,68.75,30,3.75,4.545454545,4.285714286,การออกแบบการวิจัย,63.63636363636363
161327,55,57.1428571428571,68.75,30,3.75,4.545454545,4.285714286,การเขียนและพัฒนาโครงการวิจัย,100
161327,55,57.1428571428571,68.75,30,3.75,4.545454545,4.285714286,เครื่องมือและการเก็บข้อมูล,61.53846153846154
161327,55,57.1428571428571,68.75,30,3.75,4.545454545,4.285714286,การวิเคราะห์และเขียนรายงาน,78.125
161327,55,57.1428571428571,68.75,30,3.75,4.545454545,4.285714286,การประยุกต์ใช้และพัฒนา,50
162027,60,75,66.6666666666667,30,5,5,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
162027,60,75,66.6666666666667,30,5,5,5,การออกแบบการวิจัย,63.63636363636363
162027,60,75,66.6666666666667,30,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
162027,60,75,66.6666666666667,30,5,5,5,เครื่องมือและการเก็บข้อมูล,69.23076923076923
162027,60,75,66.6666666666667,30,5,5,5,การวิเคราะห์และเขียนรายงาน,87.5
162027,60,75,66.6666666666667,30,5,5,5,การประยุกต์ใช้และพัฒนา,75
163627,58,57.1428571428571,75,60,5,5,3.928571429,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
163627,58,57.1428571428571,75,60,5,5,3.928571429,การออกแบบการวิจัย,72.72727272727273
163627,58,57.1428571428571,75,60,5,5,3.928571429,การเขียนและพัฒนาโครงการวิจัย,80
163627,58,57.1428571428571,75,60,5,5,3.928571429,เครื่องมือและการเก็บข้อมูล,76.92307692307692
163627,58,57.1428571428571,75,60,5,5,3.928571429,การวิเคราะห์และเขียนรายงาน,75
163627,58,57.1428571428571,75,60,5,5,3.928571429,การประยุกต์ใช้และพัฒนา,87.5
164227,41,75,50,40,5,4.545454545,5,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
164227,41,75,50,40,5,4.545454545,5,การออกแบบการวิจัย,45.45454545454545
164227,41,75,50,40,5,4.545454545,5,การเขียนและพัฒนาโครงการวิจัย,40
164227,41,75,50,40,5,4.545454545,5,เครื่องมือและการเก็บข้อมูล,53.84615384615385
164227,41,75,50,40,5,4.545454545,5,การวิเคราะห์และเขียนรายงาน,59.375
164227,41,75,50,40,5,4.545454545,5,การประยุกต์ใช้และพัฒนา,50
165927,42,35.7142857142857,43.75,20,5,4.545454545,5,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
165927,42,35.7142857142857,43.75,20,5,4.545454545,5,การออกแบบการวิจัย,54.54545454545455
165927,42,35.7142857142857,43.75,20,5,4.545454545,5,การเขียนและพัฒนาโครงการวิจัย,80
165927,42,35.7142857142857,43.75,20,5,4.545454545,5,เครื่องมือและการเก็บข้อมูล,38.46153846153846
165927,42,35.7142857142857,43.75,20,5,4.545454545,5,การวิเคราะห์และเขียนรายงาน,59.375
165927,42,35.7142857142857,43.75,20,5,4.545454545,5,การประยุกต์ใช้และพัฒนา,50
167127,50,66.6666666666667,33.3333333333333,40,5,5,5,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
167127,50,66.6666666666667,33.3333333333333,40,5,5,5,การออกแบบการวิจัย,72.72727272727273
167127,50,66.6666666666667,33.3333333333333,40,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
167127,50,66.6666666666667,33.3333333333333,40,5,5,5,เครื่องมือและการเก็บข้อมูล,53.84615384615385
167127,50,66.6666666666667,33.3333333333333,40,5,5,5,การวิเคราะห์และเขียนรายงาน,68.75
167127,50,66.6666666666667,33.3333333333333,40,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
168827,53,41.6666666666667,33.3333333333333,40,5,5,5,มโนทัศน์พื้นฐานการวิจัย,72.72727272727273
168827,53,41.6666666666667,33.3333333333333,40,5,5,5,การออกแบบการวิจัย,63.63636363636363
168827,53,41.6666666666667,33.3333333333333,40,5,5,5,การเขียนและพัฒนาโครงการวิจัย,60
168827,53,41.6666666666667,33.3333333333333,40,5,5,5,เครื่องมือและการเก็บข้อมูล,69.23076923076923
168827,53,41.6666666666667,33.3333333333333,40,5,5,5,การวิเคราะห์และเขียนรายงาน,68.75
168827,53,41.6666666666667,33.3333333333333,40,5,5,5,การประยุกต์ใช้และพัฒนา,50
169427,37,33.3333333333333,33.3333333333333,20,5,4.545454545,1.785714286,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
169427,37,33.3333333333333,33.3333333333333,20,5,4.545454545,1.785714286,การออกแบบการวิจัย,27.272727272727273
169427,37,33.3333333333333,33.3333333333333,20,5,4.545454545,1.785714286,การเขียนและพัฒนาโครงการวิจัย,60
169427,37,33.3333333333333,33.3333333333333,20,5,4.545454545,1.785714286,เครื่องมือและการเก็บข้อมูล,30.76923076923077
169427,37,33.3333333333333,33.3333333333333,20,5,4.545454545,1.785714286,การวิเคราะห์และเขียนรายงาน,53.125
169427,37,33.3333333333333,33.3333333333333,20,5,4.545454545,1.785714286,การประยุกต์ใช้และพัฒนา,37.5
171627,45,50,66.6666666666667,30,5,4.090909091,3.928571429,มโนทัศน์พื้นฐานการวิจัย,27.272727272727273
171627,45,50,66.6666666666667,30,5,4.090909091,3.928571429,การออกแบบการวิจัย,72.72727272727273
171627,45,50,66.6666666666667,30,5,4.090909091,3.928571429,การเขียนและพัฒนาโครงการวิจัย,60
171627,45,50,66.6666666666667,30,5,4.090909091,3.928571429,เครื่องมือและการเก็บข้อมูล,61.53846153846154
171627,45,50,66.6666666666667,30,5,4.090909091,3.928571429,การวิเคราะห์และเขียนรายงาน,62.5
171627,45,50,66.6666666666667,30,5,4.090909091,3.928571429,การประยุกต์ใช้และพัฒนา,37.5
174527,66,78.5714285714286,62.5,80,5,5,5,มโนทัศน์พื้นฐานการวิจัย,72.72727272727273
174527,66,78.5714285714286,62.5,80,5,5,5,การออกแบบการวิจัย,81.81818181818181
174527,66,78.5714285714286,62.5,80,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
174527,66,78.5714285714286,62.5,80,5,5,5,เครื่องมือและการเก็บข้อมูล,69.23076923076923
174527,66,78.5714285714286,62.5,80,5,5,5,การวิเคราะห์และเขียนรายงาน,90.625
174527,66,78.5714285714286,62.5,80,5,5,5,การประยุกต์ใช้และพัฒนา,87.5
175127,45,41.6666666666667,50,60,5,5,5,มโนทัศน์พื้นฐานการวิจัย,72.72727272727273
175127,45,41.6666666666667,50,60,5,5,5,การออกแบบการวิจัย,45.45454545454545
175127,45,41.6666666666667,50,60,5,5,5,การเขียนและพัฒนาโครงการวิจัย,40
175127,45,41.6666666666667,50,60,5,5,5,เครื่องมือและการเก็บข้อมูล,46.15384615384615
175127,45,41.6666666666667,50,60,5,5,5,การวิเคราะห์และเขียนรายงาน,56.25
175127,45,41.6666666666667,50,60,5,5,5,การประยุกต์ใช้และพัฒนา,75
177427,57,41.6666666666667,66.6666666666667,30,5,5,3.571428571,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
177427,57,41.6666666666667,66.6666666666667,30,5,5,3.571428571,การออกแบบการวิจัย,90.9090909090909
177427,57,41.6666666666667,66.6666666666667,30,5,5,3.571428571,การเขียนและพัฒนาโครงการวิจัย,100
177427,57,41.6666666666667,66.6666666666667,30,5,5,3.571428571,เครื่องมือและการเก็บข้อมูล,69.23076923076923
177427,57,41.6666666666667,66.6666666666667,30,5,5,3.571428571,การวิเคราะห์และเขียนรายงาน,65.625
177427,57,41.6666666666667,66.6666666666667,30,5,5,3.571428571,การประยุกต์ใช้และพัฒนา,87.5
178027,65,50,62.5,40,5,4.545454545,5,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
178027,65,50,62.5,40,5,4.545454545,5,การออกแบบการวิจัย,90.9090909090909
178027,65,50,62.5,40,5,4.545454545,5,การเขียนและพัฒนาโครงการวิจัย,80
178027,65,50,62.5,40,5,4.545454545,5,เครื่องมือและการเก็บข้อมูล,76.92307692307692
178027,65,50,62.5,40,5,4.545454545,5,การวิเคราะห์และเขียนรายงาน,84.375
178027,65,50,62.5,40,5,4.545454545,5,การประยุกต์ใช้และพัฒนา,87.5
181927,67,41.6666666666667,77.7777777777778,40,5,5,5,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
181927,67,41.6666666666667,77.7777777777778,40,5,5,5,การออกแบบการวิจัย,81.81818181818181
181927,67,41.6666666666667,77.7777777777778,40,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
181927,67,41.6666666666667,77.7777777777778,40,5,5,5,เครื่องมือและการเก็บข้อมูล,76.92307692307692
181927,67,41.6666666666667,77.7777777777778,40,5,5,5,การวิเคราะห์และเขียนรายงาน,93.75
181927,67,41.6666666666667,77.7777777777778,40,5,5,5,การประยุกต์ใช้และพัฒนา,87.5
183127,45,41.6666666666667,50,40,5,5,2.857142857,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
183127,45,41.6666666666667,50,40,5,5,2.857142857,การออกแบบการวิจัย,63.63636363636363
183127,45,41.6666666666667,50,40,5,5,2.857142857,การเขียนและพัฒนาโครงการวิจัย,100
183127,45,41.6666666666667,50,40,5,5,2.857142857,เครื่องมือและการเก็บข้อมูล,53.84615384615385
183127,45,41.6666666666667,50,40,5,5,2.857142857,การวิเคราะห์และเขียนรายงาน,46.875
183127,45,41.6666666666667,50,40,5,5,2.857142857,การประยุกต์ใช้และพัฒนา,75
184827,46,38.4615384615385,68.75,20,5,5,4.285714286,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
184827,46,38.4615384615385,68.75,20,5,5,4.285714286,การออกแบบการวิจัย,63.63636363636363
184827,46,38.4615384615385,68.75,20,5,5,4.285714286,การเขียนและพัฒนาโครงการวิจัย,40
184827,46,38.4615384615385,68.75,20,5,5,4.285714286,เครื่องมือและการเก็บข้อมูล,53.84615384615385
184827,46,38.4615384615385,68.75,20,5,5,4.285714286,การวิเคราะห์และเขียนรายงาน,59.375
184827,46,38.4615384615385,68.75,20,5,5,4.285714286,การประยุกต์ใช้และพัฒนา,62.5
185427,57,66.6666666666667,33.3333333333333,40,5,5,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
185427,57,66.6666666666667,33.3333333333333,40,5,5,5,การออกแบบการวิจัย,54.54545454545455
185427,57,66.6666666666667,33.3333333333333,40,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
185427,57,66.6666666666667,33.3333333333333,40,5,5,5,เครื่องมือและการเก็บข้อมูล,76.92307692307692
185427,57,66.6666666666667,33.3333333333333,40,5,5,5,การวิเคราะห์และเขียนรายงาน,81.25
185427,57,66.6666666666667,33.3333333333333,40,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
186027,52,35.7142857142857,50,30,5,5,5,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
186027,52,35.7142857142857,50,30,5,5,5,การออกแบบการวิจัย,81.81818181818181
186027,52,35.7142857142857,50,30,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
186027,52,35.7142857142857,50,30,5,5,5,เครื่องมือและการเก็บข้อมูล,53.84615384615385
186027,52,35.7142857142857,50,30,5,5,5,การวิเคราะห์และเขียนรายงาน,65.625
186027,52,35.7142857142857,50,30,5,5,5,การประยุกต์ใช้และพัฒนา,50
187727,58,58.3333333333333,55.5555555555556,60,5,5,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
187727,58,58.3333333333333,55.5555555555556,60,5,5,5,การออกแบบการวิจัย,63.63636363636363
187727,58,58.3333333333333,55.5555555555556,60,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
187727,58,58.3333333333333,55.5555555555556,60,5,5,5,เครื่องมือและการเก็บข้อมูล,84.61538461538461
187727,58,58.3333333333333,55.5555555555556,60,5,5,5,การวิเคราะห์และเขียนรายงาน,71.875
187727,58,58.3333333333333,55.5555555555556,60,5,5,5,การประยุกต์ใช้และพัฒนา,75
189027,52,71.4285714285714,68.75,30,2.5,4.545454545,5,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
189027,52,71.4285714285714,68.75,30,2.5,4.545454545,5,การออกแบบการวิจัย,54.54545454545455
189027,52,71.4285714285714,68.75,30,2.5,4.545454545,5,การเขียนและพัฒนาโครงการวิจัย,100
189027,52,71.4285714285714,68.75,30,2.5,4.545454545,5,เครื่องมือและการเก็บข้อมูล,46.15384615384615
189027,52,71.4285714285714,68.75,30,2.5,4.545454545,5,การวิเคราะห์และเขียนรายงาน,78.125
189027,52,71.4285714285714,68.75,30,2.5,4.545454545,5,การประยุกต์ใช้และพัฒนา,75
190527,40,71.4285714285714,43.75,40,5,5,3.928571429,มโนทัศน์พื้นฐานการวิจัย,63.63636363636363
190527,40,71.4285714285714,43.75,40,5,5,3.928571429,การออกแบบการวิจัย,54.54545454545455
190527,40,71.4285714285714,43.75,40,5,5,3.928571429,การเขียนและพัฒนาโครงการวิจัย,80
190527,40,71.4285714285714,43.75,40,5,5,3.928571429,เครื่องมือและการเก็บข้อมูล,53.84615384615385
190527,40,71.4285714285714,43.75,40,5,5,3.928571429,การวิเคราะห์และเขียนรายงาน,40.625
190527,40,71.4285714285714,43.75,40,5,5,3.928571429,การประยุกต์ใช้และพัฒนา,37.5
191127,39,58.3333333333333,44.4444444444444,30,5,5,3.928571429,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
191127,39,58.3333333333333,44.4444444444444,30,5,5,3.928571429,การออกแบบการวิจัย,18.181818181818183
191127,39,58.3333333333333,44.4444444444444,30,5,5,3.928571429,การเขียนและพัฒนาโครงการวิจัย,60
191127,39,58.3333333333333,44.4444444444444,30,5,5,3.928571429,เครื่องมือและการเก็บข้อมูล,61.53846153846154
191127,39,58.3333333333333,44.4444444444444,30,5,5,3.928571429,การวิเคราะห์และเขียนรายงาน,46.875
191127,39,58.3333333333333,44.4444444444444,30,5,5,3.928571429,การประยุกต์ใช้และพัฒนา,62.5
192827,53,41.6666666666667,55.5555555555556,30,5,5,5,มโนทัศน์พื้นฐานการวิจัย,27.272727272727273
192827,53,41.6666666666667,55.5555555555556,30,5,5,5,การออกแบบการวิจัย,81.81818181818181
192827,53,41.6666666666667,55.5555555555556,30,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
192827,53,41.6666666666667,55.5555555555556,30,5,5,5,เครื่องมือและการเก็บข้อมูล,76.92307692307692
192827,53,41.6666666666667,55.5555555555556,30,5,5,5,การวิเคราะห์และเขียนรายงาน,62.5
192827,53,41.6666666666667,55.5555555555556,30,5,5,5,การประยุกต์ใช้และพัฒนา,75
193427,58,57.1428571428571,50,70,5,5,4.285714286,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
193427,58,57.1428571428571,50,70,5,5,4.285714286,การออกแบบการวิจัย,63.63636363636363
193427,58,57.1428571428571,50,70,5,5,4.285714286,การเขียนและพัฒนาโครงการวิจัย,80
193427,58,57.1428571428571,50,70,5,5,4.285714286,เครื่องมือและการเก็บข้อมูล,69.23076923076923
193427,58,57.1428571428571,50,70,5,5,4.285714286,การวิเคราะห์และเขียนรายงาน,87.5
193427,58,57.1428571428571,50,70,5,5,4.285714286,การประยุกต์ใช้และพัฒนา,62.5
194027,53,78.5714285714286,56.25,20,5,5,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
194027,53,78.5714285714286,56.25,20,5,5,5,การออกแบบการวิจัย,90.9090909090909
194027,53,78.5714285714286,56.25,20,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
194027,53,78.5714285714286,56.25,20,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
194027,53,78.5714285714286,56.25,20,5,5,5,การวิเคราะห์และเขียนรายงาน,59.375
194027,53,78.5714285714286,56.25,20,5,5,5,การประยุกต์ใช้และพัฒนา,62.5
195727,53,50,50,60,3.75,5,4.285714286,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
195727,53,50,50,60,3.75,5,4.285714286,การออกแบบการวิจัย,63.63636363636363
195727,53,50,50,60,3.75,5,4.285714286,การเขียนและพัฒนาโครงการวิจัย,100
195727,53,50,50,60,3.75,5,4.285714286,เครื่องมือและการเก็บข้อมูล,69.23076923076923
195727,53,50,50,60,3.75,5,4.285714286,การวิเคราะห์และเขียนรายงาน,68.75
195727,53,50,50,60,3.75,5,4.285714286,การประยุกต์ใช้และพัฒนา,50
198627,38,50,31.25,10,5,3.636363636,3.928571429,มโนทัศน์พื้นฐานการวิจัย,36.36363636363637
198627,38,50,31.25,10,5,3.636363636,3.928571429,การออกแบบการวิจัย,36.36363636363637
198627,38,50,31.25,10,5,3.636363636,3.928571429,การเขียนและพัฒนาโครงการวิจัย,100
198627,38,50,31.25,10,5,3.636363636,3.928571429,เครื่องมือและการเก็บข้อมูล,53.84615384615385
198627,38,50,31.25,10,5,3.636363636,3.928571429,การวิเคราะห์และเขียนรายงาน,43.75
198627,38,50,31.25,10,5,3.636363636,3.928571429,การประยุกต์ใช้และพัฒนา,50
201827,57,57.1428571428571,75,10,5,5,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
201827,57,57.1428571428571,75,10,5,5,5,การออกแบบการวิจัย,54.54545454545455
201827,57,57.1428571428571,75,10,5,5,5,การเขียนและพัฒนาโครงการวิจัย,80
201827,57,57.1428571428571,75,10,5,5,5,เครื่องมือและการเก็บข้อมูล,61.53846153846154
201827,57,57.1428571428571,75,10,5,5,5,การวิเคราะห์และเขียนรายงาน,84.375
201827,57,57.1428571428571,75,10,5,5,5,การประยุกต์ใช้และพัฒนา,75
202427,55,58.3333333333333,66.6666666666667,40,5,5,5,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
202427,55,58.3333333333333,66.6666666666667,40,5,5,5,การออกแบบการวิจัย,72.72727272727273
202427,55,58.3333333333333,66.6666666666667,40,5,5,5,การเขียนและพัฒนาโครงการวิจัย,100
202427,55,58.3333333333333,66.6666666666667,40,5,5,5,เครื่องมือและการเก็บข้อมูล,53.84615384615385
202427,55,58.3333333333333,66.6666666666667,40,5,5,5,การวิเคราะห์และเขียนรายงาน,65.625
202427,55,58.3333333333333,66.6666666666667,40,5,5,5,การประยุกต์ใช้และพัฒนา,100
204727,48,35.7142857142857,43.75,30,5,4.090909091,4.285714286,มโนทัศน์พื้นฐานการวิจัย,54.54545454545455
204727,48,35.7142857142857,43.75,30,5,4.090909091,4.285714286,การออกแบบการวิจัย,54.54545454545455
204727,48,35.7142857142857,43.75,30,5,4.090909091,4.285714286,การเขียนและพัฒนาโครงการวิจัย,80
204727,48,35.7142857142857,43.75,30,5,4.090909091,4.285714286,เครื่องมือและการเก็บข้อมูล,53.84615384615385
204727,48,35.7142857142857,43.75,30,5,4.090909091,4.285714286,การวิเคราะห์และเขียนรายงาน,59.375
204727,48,35.7142857142857,43.75,30,5,4.090909091,4.285714286,การประยุกต์ใช้และพัฒนา,75
205327,54,91.6666666666667,38.8888888888889,40,5,5,4.642857143,มโนทัศน์พื้นฐานการวิจัย,45.45454545454545
205327,54,91.6666666666667,38.8888888888889,40,5,5,4.642857143,การออกแบบการวิจัย,72.72727272727273
205327,54,91.6666666666667,38.8888888888889,40,5,5,4.642857143,การเขียนและพัฒนาโครงการวิจัย,100
205327,54,91.6666666666667,38.8888888888889,40,5,5,4.642857143,เครื่องมือและการเก็บข้อมูล,69.23076923076923
205327,54,91.6666666666667,38.8888888888889,40,5,5,4.642857143,การวิเคราะห์และเขียนรายงาน,75
